"","sub","item","cond","seq","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD"
"695",8,44,3,65,618,5228235,5228239,5228245,6,10,"SFIX",5228267,-22,-14
"696",8,17,3,66,618,5238168,5238198,5238199,1,31,"SFIX",5238230,-31,-23
"697",8,57,1,67,618,5247721,5247725,5247726,1,5,"SFIX",5247756,-30,-22
"698",8,41,3,68,618,5260663,5260668,5260670,2,7,"SFIX",5260706,-36,-28
"699",8,88,2,69,618,5294081,5294084,5294086,2,5,"SFIX",5294148,-62,-54
"700",8,7,2,70,618,5301990,5301993,5301995,2,5,"SFIX",5302023,-28,-20
"701",8,56,3,71,618,5341716,5341719,5341721,2,5,"SFIX",5341746,-25,-17
"702",8,4,2,72,618,5408817,5408822,5408823,1,6,"SFIX",5408862,-39,-31
"703",8,38,3,73,618,5416937,5416941,5416942,1,5,"SFIX",5416960,-18,-10
"704",8,63,1,74,618,5435448,5435452,5435453,1,5,"SFIX",5435479,-26,-18
"705",8,80,3,75,618,5441927,5441930,5441932,2,5,"SFIX",5441969,-37,-29
"706",8,18,1,76,618,5447711,5447714,5447715,1,4,"SFIX",5447749,-34,-26
"707",8,35,3,77,618,5459065,5459069,5459071,2,6,"SFIX",5459099,-28,-20
"708",8,43,2,78,618,5486219,5486223,5486224,1,5,"SFIX",5486243,-19,-11
"709",8,34,2,79,618,5499357,5499361,5499365,4,8,"SFIX",5499398,-33,-25
"710",8,90,1,80,618,5534644,5534664,5534666,2,22,"SFIX",5534741,-75,-67
"711",8,81,1,81,618,5543641,5543692,5543698,6,57,"SFIX",5543778,-80,-72
"712",8,52,2,82,618,5556760,5556764,5556767,3,7,"SFIX",5556796,-29,-21
"713",8,55,2,83,618,5567251,5567254,5567260,6,9,"SFIX",5567284,-24,-16
"714",8,37,2,84,618,5576588,5576591,5576594,3,6,"SFIX",5576626,-32,-24
"715",8,25,2,85,618,5591178,5591181,5591183,2,5,"SFIX",5591204,-21,-13
"716",8,58,2,86,618,5621199,5621202,5621204,2,5,"SFIX",5621237,-33,-25
"717",8,72,1,87,618,5629247,5629254,5629260,6,13,"SFIX",5629320,-60,-52
"718",8,46,2,88,618,5643849,5643852,5643859,7,10,"SFIX",5643893,-34,-26
"719",8,83,3,89,618,5689878,5689888,5689893,5,15,"SFIX",5690001,-108,-100
"720",8,24,1,90,618,5697806,5697809,5697810,1,4,"SFIX",5697845,-35,-27
"721",9,15,2,1,618,294769,294773,294774,1,5,"SFIX",294784,-10,-2
"722",9,84,2,2,618,318365,318369,318371,2,6,"SFIX",318392,-21,-13
"723",9,7,3,3,618,351373,351385,351387,2,14,"SFIX",351411,-24,-16
"724",9,64,3,4,618,383159,383163,383164,1,5,"SFIX",383180,-16,-8
"725",9,45,2,5,618,402143,402147,402149,2,6,"SFIX",402454,-305,-297
"726",9,87,2,6,618,414948,414952,414958,6,10,"SFIX",414968,-10,-2
"727",9,37,3,7,618,434912,434916,434917,1,5,"SFIX",434920,-3,5
"728",9,24,2,8,618,477554,477557,477560,3,6,"SFIX",477574,-14,-6
"729",9,30,2,9,618,487561,487565,487567,2,6,"SFIX",487576,-9,-1
"730",9,61,3,10,618,497240,497243,497244,1,4,"SFIX",497267,-23,-15
"731",9,54,2,11,618,526143,526154,526156,2,13,"SFIX",526190,-34,-26
"732",9,16,3,12,618,545560,545563,545570,7,10,"SFIX",545595,-25,-17
"733",9,74,1,13,618,555672,555676,555677,1,5,"SFIX",555706,-29,-21
"734",9,36,2,14,618,568110,568114,568115,1,5,"SFIX",568131,-16,-8
"735",9,49,3,15,618,596409,596459,596466,7,57,"EFIX",596413,717,725
"736",9,14,1,16,618,626416,626433,626440,7,24,"EFIX",626394,591,599
"737",9,76,3,17,618,637711,637715,637716,1,5,"SFIX",637736,-20,-12
"738",9,65,1,18,618,644413,644416,644418,2,5,"SFIX",644434,-16,-8
"739",9,35,1,19,618,650481,650493,650496,3,15,"SFIX",650643,-147,-139
"740",9,58,3,20,618,725569,725572,725574,2,5,"SFIX",725590,-16,-8
"741",9,27,2,21,618,741536,741539,741541,2,5,"SFIX",741560,-19,-11
"742",9,88,3,22,618,753410,753414,753415,1,5,"SFIX",753436,-21,-13
"743",9,72,2,23,618,761906,761909,761915,6,9,"SFIX",761926,-11,-3
"744",9,80,1,24,618,795702,795705,795707,2,5,"SFIX",795724,-17,-9
"745",9,9,2,25,618,831557,831562,831564,2,7,"SFIX",831583,-19,-11
"746",9,51,2,26,618,892413,892415,892418,3,5,"SFIX",892438,-20,-12
"747",9,5,1,27,618,924286,924290,924291,1,5,"SFIX",924306,-15,-7
"748",9,46,3,28,618,938145,938149,938150,1,5,"SFIX",938165,-15,-7
"749",9,32,1,29,618,987512,987516,987517,1,5,"SFIX",987545,-28,-20
"750",9,66,2,30,618,1012777,1012781,1012782,1,5,"SFIX",1012810,-28,-20
"751",9,73,3,31,618,1029501,1029515,1029516,1,15,"SFIX",1029652,-136,-128
"752",9,90,2,32,618,1045382,1045386,1045392,6,10,"SFIX",1045404,-12,-4
"753",9,44,1,33,618,1060375,1060379,1060380,1,5,"SFIX",1060401,-21,-13
"754",9,83,1,34,618,1071033,1071037,1071038,1,5,"SFIX",1071057,-19,-11
"755",9,56,1,35,618,1079536,1079539,1079541,2,5,"SFIX",1079558,-17,-9
"756",9,29,1,36,618,1089331,1089335,1089339,4,8,"SFIX",1089364,-25,-17
"757",9,85,3,37,618,1108739,1108742,1108744,2,5,"SFIX",1108770,-26,-18
"758",9,70,3,38,618,1132950,1132953,1132956,3,6,"SFIX",1133289,-333,-325
"759",9,8,1,39,618,1158568,1158573,1158574,1,6,"SFIX",1158596,-22,-14
"760",9,12,2,40,618,1169605,1169609,1169614,5,9,"SFIX",1169635,-21,-13
"761",9,59,1,41,618,1199282,1199286,1199289,3,7,"SFIX",1199310,-21,-13
"762",9,2,1,42,618,1208003,1208005,1208007,2,4,"SFIX",1208030,-23,-15
"763",9,22,3,43,618,1220270,1220273,1220275,2,5,"SFIX",1220290,-15,-7
"764",9,77,1,44,618,1244155,1244158,1244159,1,4,"SFIX",1244181,-22,-14
"765",9,47,1,45,618,1251811,1251814,1251815,1,4,"SFIX",1251843,-28,-20
"766",9,20,1,46,618,1279370,1279374,1279377,3,7,"SFIX",1279400,-23,-15
"767",9,63,2,47,618,1310824,1310831,1310832,1,8,"SFIX",1311110,-278,-270
"768",9,79,3,48,618,1324483,1324486,1324493,7,10,"SFIX",1324497,-4,4
"769",9,19,3,49,618,1339181,1339196,1339198,2,17,"SFIX",1339351,-153,-145
"770",9,38,1,50,618,1351598,1351601,1351606,5,8,"SFIX",1351625,-19,-11
"771",9,33,2,51,618,1362930,1362933,1362935,2,5,"SFIX",1363129,-194,-186
"772",9,41,1,52,618,1373347,1373349,1373356,7,9,"SFIX",1373380,-24,-16
"773",9,50,1,53,618,1392607,1392607,1392613,6,6,"SFIX",1392777,-164,-156
"774",9,53,1,54,618,1413537,1413541,1413543,2,6,"SFIX",1413561,-18,-10
"775",9,42,2,55,618,1448776,1448780,1448787,7,11,"SFIX",1448796,-9,-1
"776",9,43,3,56,618,1602464,1602487,1602489,2,25,"EFIX",1602475,798,806
"777",9,62,1,57,618,1615207,1615211,1615212,1,5,"SFIX",1615233,-21,-13
"778",9,89,1,58,618,1620326,1620342,1620346,4,20,"SFIX",1620470,-124,-116
"779",9,6,2,59,618,1642352,1642355,1642357,2,5,"SFIX",1642381,-24,-16
"780",9,68,1,60,618,1664998,1665007,1665013,6,15,"SFIX",1665034,-21,-13
"781",9,52,3,61,618,1674032,1674036,1674043,7,11,"SFIX",1674063,-20,-12
"782",9,11,1,62,618,1690989,1690992,1690994,2,5,"SFIX",1691021,-27,-19
"783",9,71,1,63,618,1700337,1700340,1700342,2,5,"SFIX",1700365,-23,-15
"784",9,26,1,64,618,1721742,1721746,1721747,1,5,"SFIX",1721784,-37,-29
"785",9,57,2,65,618,1730911,1730920,1730926,6,15,"SFIX",1731099,-173,-165
"786",9,48,2,66,618,1759990,1759993,1759995,2,5,"SFIX",1760012,-17,-9
"787",9,34,3,67,618,1778344,1778347,1778349,2,5,"SFIX",1778377,-28,-20
"788",9,81,2,68,618,1789681,1789685,1789686,1,5,"SFIX",1789883,-197,-189
"789",9,78,2,69,618,1806632,1806648,1806650,2,18,"SFIX",1806786,-136,-128
"790",9,3,2,70,618,1830175,1830178,1830182,4,7,"SFIX",1830201,-19,-11
"791",9,31,3,71,618,1842467,1842483,1842485,2,18,"SFIX",1842653,-168,-160
"792",9,67,3,72,618,1863438,1863441,1863443,2,5,"SFIX",1863458,-15,-7
"793",9,1,3,73,618,1869365,1869369,1869370,1,5,"SFIX",1869389,-19,-11
"794",9,13,3,74,618,1879395,1879397,1879403,6,8,"SFIX",1879421,-18,-10
"795",9,21,2,75,618,1888448,1888451,1888453,2,5,"SFIX",1888482,-29,-21
"796",9,18,2,76,618,1900219,1900223,1900224,1,5,"SFIX",1900252,-28,-20
"797",9,60,2,77,618,1909043,1909046,1909048,2,5,"SFIX",1909069,-21,-13
"798",9,17,1,78,618,1919063,1919065,1919067,2,4,"SFIX",1919075,-8,0
"799",9,23,1,79,618,1979980,1979983,1979990,7,10,"SFIX",1980007,-17,-9
"800",9,39,2,80,618,1990218,1990221,1990223,2,5,"SFIX",1990240,-17,-9
"801",9,25,3,81,618,1999638,1999641,1999644,3,6,"SFIX",1999660,-16,-8
"802",9,28,3,82,618,2012365,2012369,2012375,6,10,"SFIX",2012395,-20,-12
"803",9,82,3,83,618,2023266,2023269,2023276,7,10,"SFIX",2023296,-20,-12
"804",9,69,2,84,618,2032932,2032934,2032936,2,4,"SFIX",2032972,-36,-28
"805",9,4,3,85,618,2057686,2057690,2057697,7,11,"SFIX",2057710,-13,-5
"806",9,40,3,86,618,2105279,2105282,2105284,2,5,"SFIX",2105321,-37,-29
"807",9,86,1,87,618,2126811,2126815,2126816,1,5,"SFIX",2126840,-24,-16
"808",9,55,3,88,618,2132854,2132858,2132859,1,5,"SFIX",2132878,-19,-11
"809",9,10,3,89,618,2143783,2143787,2143791,4,8,"SFIX",2143822,-31,-23
"810",9,75,2,90,618,2189390,2189393,2189397,4,7,"SFIX",2189409,-12,-4
"811",10,9,3,1,618,5665930,5665935,5665942,7,12,"SFIX",5665966,-24,-16
"812",10,72,3,2,618,5688487,5688492,5688493,1,6,"SFIX",5688515,-22,-14
"813",10,41,2,3,618,5698189,5698192,5698194,2,5,"SFIX",5698226,-32,-24
"814",10,50,2,4,618,5731020,5731023,5731027,4,7,"SFIX",5731043,-16,-8
"815",10,20,2,5,618,5748978,5748982,5748983,1,5,"SFIX",5749019,-36,-28
"816",10,13,1,6,618,5758975,5759008,5759010,2,35,"SFIX",5759031,-21,-13
"817",10,64,1,7,618,5781349,5781353,5781354,1,5,"SFIX",5781376,-22,-14
"818",10,17,2,8,618,5834928,5834932,5834939,7,11,"SFIX",5834955,-16,-8
"819",10,10,1,9,618,5928554,5928557,5928559,2,5,"SFIX",5928582,-23,-15
"820",10,16,1,10,618,5940114,5940117,5940119,2,5,"SFIX",5940150,-31,-23
"821",10,69,3,11,618,5958371,5958375,5958376,1,5,"SFIX",5958398,-22,-14
"822",10,70,1,12,618,5982340,5982343,5982346,3,6,"SFIX",5982363,-17,-9
"823",10,27,3,13,618,6003664,6003667,6003670,3,6,"SFIX",6003695,-25,-17
"824",10,81,3,14,618,6014921,6014931,6014934,3,13,"SFIX",6015044,-110,-102
"825",10,89,2,15,618,6047931,6047935,6047936,1,5,"SFIX",6047952,-16,-8
"826",10,86,2,16,618,6059645,6059649,6059651,2,6,"SFIX",6059673,-22,-14
"827",10,34,1,17,618,6076972,6076976,6076977,1,5,"SFIX",6076999,-22,-14
"828",10,78,3,18,618,6106897,6106901,6106908,7,11,"SFIX",6106929,-21,-13
"829",10,12,3,19,618,6129139,6129142,6129144,2,5,"SFIX",6129163,-19,-11
"830",10,73,1,20,618,6143739,6143743,6143745,2,6,"SFIX",6143760,-15,-7
"831",10,21,3,21,618,6156243,6156247,6156255,8,12,"SFIX",6156271,-16,-8
"832",10,2,2,22,618,6216991,6216995,6216996,1,5,"SFIX",6217002,-6,2
"833",10,51,3,23,618,6253367,6253372,6253376,4,9,"SFIX",6253390,-14,-6
"834",10,38,2,24,618,6269060,6269064,6269065,1,5,"SFIX",6269083,-18,-10
"835",10,57,3,25,618,6283895,6283898,6283903,5,8,"SFIX",6283912,-9,-1
"836",10,35,2,26,618,6300004,6300008,6300009,1,5,"SFIX",6300024,-15,-7
"837",10,39,3,27,618,6313488,6313490,6313492,2,4,"SFIX",6313516,-24,-16
"838",10,82,1,28,618,6340187,6340190,6340192,2,5,"SFIX",6340215,-23,-15
"839",10,28,1,29,618,6536590,6536593,6536595,2,5,"SFIX",6536621,-26,-18
"840",10,18,3,30,618,6583138,6583142,6583145,3,7,"SFIX",6583157,-12,-4
"841",10,61,1,31,618,6670251,6670255,6670261,6,10,"SFIX",6670271,-10,-2
"842",10,71,2,32,618,6689398,6689402,6689405,3,7,"SFIX",6689436,-31,-23
"843",10,48,3,33,618,6712758,6712763,6712766,3,8,"SFIX",6712780,-14,-6
"844",10,83,2,34,618,6731585,6731589,6731596,7,11,"SFIX",6731608,-12,-4
"845",10,58,1,35,618,6741824,6741827,6741834,7,10,"SFIX",6741841,-7,1
"846",10,87,3,36,618,6757349,6757353,6757354,1,5,"SFIX",6757371,-17,-9
"847",10,79,1,37,618,6766343,6766347,6766352,5,9,"SFIX",6766364,-12,-4
"848",10,59,2,38,618,6797121,6797125,6797126,1,5,"SFIX",6797151,-25,-17
"849",10,63,3,39,618,6816276,6816280,6816281,1,5,"SFIX",6816308,-27,-19
"850",10,24,3,40,618,6825209,6825213,6825214,1,5,"SFIX",6825252,-38,-30
"851",10,46,1,41,618,6903284,6903286,6903288,2,4,"SFIX",6903309,-21,-13
"852",10,54,3,42,618,6934926,6934930,6934933,3,7,"SFIX",6934950,-17,-9
"853",10,26,2,43,618,6951610,6951614,6951616,2,6,"SFIX",6951640,-24,-16
"854",10,25,1,44,618,6988338,6988342,6988343,1,5,"SFIX",6988360,-17,-9
"855",10,22,1,45,618,7002347,7002350,7002351,1,4,"SFIX",7002382,-31,-23
"856",10,4,1,46,618,7026779,7026783,7026784,1,5,"SFIX",7026809,-25,-17
"857",10,43,1,47,618,7037929,7037933,7037937,4,8,"SFIX",7037952,-15,-7
"858",10,85,1,48,618,7049783,7049787,7049788,1,5,"SFIX",7049815,-27,-19
"859",10,32,2,49,618,7109118,7109122,7109124,2,6,"SFIX",7109135,-11,-3
"860",10,67,1,50,618,7133315,7133319,7133320,1,5,"SFIX",7133339,-19,-11
"861",10,3,3,51,618,7148258,7148260,7148263,3,5,"SFIX",7148283,-20,-12
"862",10,53,2,52,618,7168007,7168010,7168012,2,5,"SFIX",7168026,-14,-6
"863",10,15,3,53,618,7181590,7181595,7181598,3,8,"SFIX",7181605,-7,1
"864",10,55,1,54,618,7192434,7192436,7192438,2,4,"SFIX",7192467,-29,-21
"865",10,66,3,55,618,7207749,7207753,7207755,2,6,"SFIX",7207771,-16,-8
"866",10,1,1,56,618,7368695,7368699,7368700,1,5,"SFIX",7368720,-20,-12
"867",10,37,1,57,618,7384792,7384796,7384797,1,5,"SFIX",7384813,-16,-8
"868",10,7,1,58,618,7410657,7410662,7410663,1,6,"SFIX",7410684,-21,-13
"869",10,88,1,59,618,7425623,7425626,7425627,1,4,"SFIX",7425652,-25,-17
"870",10,68,2,60,618,7472181,7472183,7472187,4,6,"SFIX",7472209,-22,-14
"871",10,56,2,61,618,7483521,7483525,7483531,6,10,"SFIX",7483540,-9,-1
"872",10,74,2,62,618,7518795,7518800,7518801,1,6,"SFIX",7518824,-23,-15
"873",10,60,3,63,618,7548630,7548633,7548634,1,4,"SFIX",7548651,-17,-9
"874",10,29,2,64,618,7592743,7592748,7592750,2,7,"SFIX",7592769,-19,-11
"875",10,33,3,65,618,7619160,7619165,7619167,2,7,"SFIX",7619191,-24,-16
"876",10,19,1,66,618,7633498,7633501,7633503,2,5,"SFIX",7633524,-21,-13
"877",10,8,2,67,618,7646692,7646696,7646698,2,6,"SFIX",7646717,-19,-11
"878",10,49,1,68,618,7674451,7674455,7674461,6,10,"SFIX",7674472,-11,-3
"879",10,42,3,69,618,7694754,7694758,7694759,1,5,"SFIX",7694776,-17,-9
"880",10,90,3,70,618,7731660,7731670,7731671,1,11,"SFIX",7731824,-153,-145
"881",10,80,2,71,618,7766154,7766157,7766158,1,4,"SFIX",7766180,-22,-14
"882",10,84,3,72,618,7774512,7774523,7774525,2,13,"SFIX",7774575,-50,-42
"883",10,77,2,73,618,7825202,7825206,7825207,1,5,"SFIX",7825220,-13,-5
"884",10,30,3,74,618,7889445,7889448,7889450,2,5,"SFIX",7889468,-18,-10
"885",10,11,2,75,618,7901054,7901058,7901066,8,12,"SFIX",7901078,-12,-4
"886",10,40,1,76,618,7922312,7922316,7922317,1,5,"SFIX",7922334,-17,-9
"887",10,14,2,77,618,7954846,7954865,7954867,2,21,"SFIX",7954902,-35,-27
"888",10,6,3,78,618,7972817,7972821,7972824,3,7,"SFIX",7972850,-26,-18
"889",10,76,1,79,618,7992759,7992763,7992764,1,5,"SFIX",7992786,-22,-14
"890",10,44,2,80,618,8006230,8006233,8006238,5,8,"SFIX",8006252,-14,-6
"891",10,52,1,81,618,8023500,8023503,8023509,6,9,"SFIX",8023527,-18,-10
"892",10,5,2,82,618,8050727,8050731,8050737,6,10,"SFIX",8050754,-17,-9
"893",10,65,2,83,618,8061794,8061798,8061805,7,11,"SFIX",8061816,-11,-3
"894",10,36,3,84,618,8071073,8071076,8071082,6,9,"SFIX",8071112,-30,-22
"895",10,31,1,85,618,8090673,8090676,8090678,2,5,"SFIX",8090701,-23,-15
"896",10,62,2,86,618,8105646,8105651,8105652,1,6,"SFIX",8105674,-22,-14
"897",10,47,2,87,618,8114451,8114456,8114459,3,8,"SFIX",8114472,-13,-5
"898",10,23,2,88,618,8129587,8129589,8129597,8,10,"SFIX",8129602,-5,3
"899",10,75,3,89,618,8167465,8167469,8167470,1,5,"SFIX",8167546,-76,-68
"900",10,45,3,90,618,8176253,8176257,8176264,7,11,"SFIX",8176272,-8,0
"901",11,30,1,1,618,7383996,7384005,7384006,1,10,"SFIX",7384028,-22,-14
"902",11,78,1,2,618,7403391,7403404,7403405,1,14,"SFIX",7403426,-21,-13
"903",11,84,1,3,618,7425137,7425144,7425145,1,8,"SFIX",7425170,-25,-17
"904",11,74,3,4,618,7466615,7466625,7466626,1,11,"SFIX",7466660,-34,-26
"905",11,90,1,5,618,7476470,7476474,7476475,1,5,"SFIX",7476500,-25,-17
"906",11,41,3,6,618,7483696,7483703,7483704,1,8,"SFIX",7483735,-31,-23
"907",11,21,1,7,618,7492789,7492798,7492805,7,16,"SFIX",7492999,-194,-186
"908",11,80,3,8,618,7500462,7500469,7500473,4,11,"SFIX",7500495,-22,-14
"909",11,48,1,9,618,7510358,7510376,7510377,1,19,"SFIX",7510406,-29,-21
"910",11,64,2,10,618,7520228,7520232,7520238,6,10,"SFIX",7520250,-12,-4
"911",11,8,3,11,618,7526823,7526827,7526828,1,5,"SFIX",7526851,-23,-15
"912",11,75,1,12,618,7535794,7535797,7535798,1,4,"SFIX",7535815,-17,-9
"913",11,52,2,13,618,7549297,7549301,7549302,1,5,"SFIX",7549332,-30,-22
"914",11,47,3,14,618,7566895,7566897,7566899,2,4,"SFIX",7566925,-26,-18
"915",11,55,2,15,618,7574931,7574938,7574939,1,8,"SFIX",7574964,-25,-17
"916",11,46,2,16,618,7583707,7583715,7583716,1,9,"SFIX",7583756,-40,-32
"917",11,6,1,17,618,7598801,7598807,7598810,3,9,"SFIX",7598864,-54,-46
"918",11,2,3,18,618,7606641,7606667,7606674,7,33,"SFIX",7606689,-15,-7
"919",11,59,3,19,618,7627666,7627670,7627670,0,4,"SFIX",7627694,-24,-16
"920",11,17,3,20,618,7648305,7648313,7648315,2,10,"SFIX",7648341,-26,-18
"921",11,42,1,21,618,7662824,7662837,7662838,1,14,"SFIX",7662869,-31,-23
"922",11,40,2,22,618,7670598,7670604,7670606,2,8,"SFIX",7670635,-29,-21
"923",11,37,2,23,618,7682375,7682379,7682379,0,4,"SFIX",7682401,-22,-14
"924",11,5,3,24,618,7691089,7691093,7691100,7,11,"SFIX",7691131,-31,-23
"925",11,10,2,25,618,7700034,7700038,7700042,4,8,"SFIX",7700074,-32,-24
"926",11,15,1,26,618,7710205,7710211,7710218,7,13,"SFIX",7710240,-22,-14
"927",11,25,2,27,618,7770589,7770597,7770599,2,10,"SFIX",7770629,-30,-22
"928",11,38,3,28,618,7778651,7778659,7778660,1,9,"SFIX",7778685,-25,-17
"929",11,28,2,29,618,7801530,7801536,7801537,1,7,"SFIX",7801567,-30,-22
"930",11,11,3,30,618,7869681,7869687,7869695,8,14,"SFIX",7869720,-25,-17
"931",11,88,2,31,618,8066036,8066086,8066087,1,51,"SFIX",8066095,-8,0
"932",11,83,3,32,618,8074159,8074165,8074169,4,10,"SFIX",8074206,-37,-29
"933",11,71,3,33,618,8093844,8093848,8093849,1,5,"SFIX",8093864,-15,-7
"934",11,77,3,34,618,8108575,8108578,8108580,2,5,"SFIX",8108616,-36,-28
"935",11,56,3,35,618,8121219,8121231,8121232,1,13,"SFIX",8121256,-24,-16
"936",11,31,2,36,618,8130426,8130438,8130441,3,15,"SFIX",8130458,-17,-9
"937",11,24,1,37,618,8144419,8144427,8144433,6,14,"SFIX",8144458,-25,-17
"938",11,63,1,38,618,8168681,8168683,8168685,2,4,"SFIX",8168710,-25,-17
"939",11,32,3,39,618,8172814,8172820,8172826,6,12,"SFIX",8172845,-19,-11
"940",11,39,1,40,618,8204661,8204665,8204666,1,5,"SFIX",8204689,-23,-15
"941",11,53,3,41,618,8240768,8240772,8240773,1,5,"SFIX",8240794,-21,-13
"942",11,34,2,42,618,8248543,8248546,8248552,6,9,"SFIX",8248562,-10,-2
"943",11,36,1,43,618,8256576,8256579,8256580,1,4,"SFIX",8256596,-16,-8
"944",11,19,2,44,618,8265210,8265217,8265223,6,13,"SFIX",8265249,-26,-18
"945",11,58,2,45,618,8280213,8280220,8280221,1,8,"SFIX",8280411,-190,-182
"946",11,45,1,46,618,8296786,8296789,8296793,4,7,"SFIX",8296811,-18,-10
"947",11,9,1,47,618,8321536,8321543,8321544,1,8,"SFIX",8321570,-26,-18
"948",11,85,2,48,618,8406835,8406838,8406840,2,5,"SFIX",8406860,-20,-12
"949",11,72,1,49,618,8420109,8420112,8420114,2,5,"SFIX",8420141,-27,-19
"950",11,51,1,50,618,8428111,8428115,8428116,1,5,"SFIX",8428135,-19,-11
"951",11,14,3,51,618,8438868,8438872,8438873,1,5,"SFIX",8438901,-28,-20
"952",11,29,3,52,618,8451059,8451062,8451069,7,10,"SFIX",8451085,-16,-8
"953",11,20,3,53,618,8460375,8460377,8460380,3,5,"SFIX",8460398,-18,-10
"954",11,43,2,54,618,8481259,8481263,8481263,0,4,"SFIX",8481290,-27,-19
"955",11,26,3,55,618,8502922,8502927,8502928,1,6,"SFIX",8502945,-17,-9
"956",11,68,3,56,618,8513124,8513124,8513127,3,3,"SFIX",8513168,-41,-33
"957",11,79,2,57,618,8527744,8527749,8527755,6,11,"SFIX",8527766,-11,-3
"958",11,73,2,58,618,8740235,8740242,8740244,2,9,"SFIX",8740269,-25,-17
"959",11,1,2,59,618,8754895,8754899,8754901,2,6,"SFIX",8754913,-12,-4
"960",11,35,3,60,618,8762493,8762497,8762498,1,5,"SFIX",8762523,-25,-17
"961",11,66,1,61,618,8782764,8782767,8782769,2,5,"SFIX",8782798,-29,-21
"962",11,65,3,62,618,8791748,8791751,8791753,2,5,"SFIX",8791781,-28,-20
"963",11,61,2,63,618,8799909,8799909,8799910,1,1,"SFIX",8799976,-66,-58
"964",11,87,1,64,618,8824674,8824705,8824706,1,32,"SFIX",8824719,-13,-5
"965",11,70,2,65,618,8846520,8846525,8846529,4,9,"SFIX",8846555,-26,-18
"966",11,27,1,66,618,8852043,8852049,8852052,3,9,"SFIX",8852061,-9,-1
"967",11,12,1,67,618,8864233,8864236,8864237,1,4,"SFIX",8864257,-20,-12
"968",11,3,1,68,618,8871742,8871759,8871763,4,21,"SFIX",8871784,-21,-13
"969",11,62,3,69,618,8881487,8881491,8881492,1,5,"SFIX",8881507,-15,-7
"970",11,81,1,70,618,8886259,8886262,8886264,2,5,"SFIX",8886277,-13,-5
"971",11,22,2,71,618,8897994,8897997,8898000,3,6,"SFIX",8898024,-24,-16
"972",11,57,1,72,618,8918283,8918287,8918289,2,6,"SFIX",8918306,-17,-9
"973",11,69,1,73,618,8950002,8950004,8950011,7,9,"SFIX",8950035,-24,-16
"974",11,16,2,74,618,8957159,8957163,8957170,7,11,"SFIX",8957192,-22,-14
"975",11,7,2,75,618,8964787,8964790,8964794,4,7,"SFIX",8964809,-15,-7
"976",11,50,3,76,618,8974962,8974978,8974980,2,18,"SFIX",8975012,-32,-24
"977",11,54,1,77,618,8999247,8999250,8999251,1,4,"SFIX",8999274,-23,-15
"978",11,4,2,78,618,9009362,9009365,9009369,4,7,"SFIX",9009401,-32,-24
"979",11,86,3,79,618,9021000,9021006,9021008,2,8,"SFIX",9021040,-32,-24
"980",11,18,1,80,618,9043266,9043268,9043269,1,3,"SFIX",9043297,-28,-20
"981",11,76,2,81,618,9059648,9059652,9059655,3,7,"SFIX",9059688,-33,-25
"982",11,44,3,82,618,9087299,9087311,9087318,7,19,"SFIX",9087518,-200,-192
"983",11,33,1,83,618,9096921,9096925,9096926,1,5,"SFIX",9096962,-36,-28
"984",11,67,2,84,618,9105700,9105703,9105703,0,3,"SFIX",9105738,-35,-27
"985",11,60,1,85,618,9118467,9118470,9118472,2,5,"SFIX",9118503,-31,-23
"986",11,82,2,86,618,9127319,9127324,9127325,1,6,"SFIX",9127349,-24,-16
"987",11,89,3,87,618,9133400,9133404,9133405,1,5,"SFIX",9133421,-16,-8
"988",11,13,2,88,618,9145790,9145794,9145795,1,5,"SFIX",9145809,-14,-6
"989",11,49,2,89,618,9154104,9154107,9154110,3,6,"SFIX",9154121,-11,-3
"990",11,23,3,90,618,9200632,9200636,9200637,1,5,"SFIX",9200667,-30,-22
"991",12,13,3,1,618,11352553,11352557,11352558,1,5,"SFIX",11352597,-39,-31
"992",12,5,1,2,618,11380768,11380773,11380774,1,6,"SFIX",11380811,-37,-29
"993",12,55,3,3,618,11401967,11401971,11401976,5,9,"SFIX",11402008,-32,-24
"994",12,52,3,4,618,11433621,11433621,11433628,7,7,"SFIX",11433700,-72,-64
"995",12,45,2,5,618,11445174,11445179,11445180,1,6,"SFIX",11445227,-47,-39
"996",12,28,3,6,618,11458648,11458651,11458652,1,4,"SFIX",11458697,-45,-37
"997",12,9,2,7,618,11474612,11474616,11474621,5,9,"SFIX",11474656,-35,-27
"998",12,59,1,8,618,11501956,11501960,11501961,1,5,"SFIX",11501983,-22,-14
"999",12,19,3,9,618,11551738,11551742,11551743,1,5,"SFIX",11551768,-25,-17
"1000",12,4,3,10,618,11561201,11561205,11561206,1,5,"SFIX",11561256,-50,-42
"1001",12,51,2,11,618,11569699,11569710,11569714,4,15,"SFIX",11569783,-69,-61
"1002",12,24,2,12,618,11590863,11590866,11590868,2,5,"SFIX",11590915,-47,-39
"1003",12,1,3,13,618,11611515,11611518,11611523,5,8,"SFIX",11611536,-13,-5
"1004",12,73,3,14,618,11623770,11623774,11623775,1,5,"SFIX",11623808,-33,-25
"1005",12,27,2,15,618,11654934,11654938,11654939,1,5,"SFIX",11654981,-42,-34
