"","X","sub","item","cond.x","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","sent","line","word","word.1","char_trial","char_line","wordID","land_pos","sacc_len","outOfBnds","outsideText","time_since_start","reMapped","word_line","max_char_line","regress","regress2nd","Rtn_sweep","Rtn_sweep_type","filename","prev_RS","next_RS","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","launchSite","landStart","undersweep_prob","prevEFIX","...1","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD","started_afterEFIX","DS_in_RS","cond.y","offset","Rtnsweep_land_char","corr_sacc_land","corr_sacc_land_char"
"1063",111463,13,30,3,52,15728608,15728712,351,711.1,11,104,85,1,2,14,14,75,8,"the",1,57,0,0,2102,0,2,40,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,65,12,1367.1,410.8,518.7,67,2,8,0,15728522,1132,618,15728572,15728575,15728577,2,5,"SFIX",15728608,-31,-23,TRUE,1,3,265,5,NA,NA
"1064",71719,13,31,1,89,16499128,16499268,396.8,730.3,7,140,63,1,2,13,13,60,7,"already",0,31,0,0,1833,0,3,70,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,38,4,950.9,353.1,517.8,53,15,7,1,16499064,1169,618,16499088,16499091,16499093,2,5,"SFIX",16499128,-35,-27,TRUE,1,1,283,7,353.1,4
"1065",101659,13,32,2,30,15240636,15240740,497.6,628.3,10,104,82,1,2,15,15,76,9,"the",3,NA,0,0,4858,0,2,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,NA,3,1552.2,381.7,511.3,67,NA,9,1,15240553,1110,618,15240617,15240619,15240620,1,3,"SFIX",15240636,-16,-8,TRUE,1,2,292,12,381.7,5
"1066",71670,13,33,3,40,15561584,15561747,367,679.6,7,163,69,1,2,11,11,58,5,"in",0,44,0,0,3537,0,2,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,49,15,1163.6,550.3,511.7,53,4,5,0,15561514,1120,618,15561551,15561554,15561555,1,4,"SFIX",15561584,-29,-21,TRUE,1,3,337,2,NA,NA
"1067",91711,13,34,1,82,16285281,16285416,481.7,710,9,135,76,1,2,15,15,80,14,"visiting",5,47,0,0,2758,0,3,55,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,61,5,1334.4,320.8,541.9,66,5,14,1,16285204,1162,618,16285242,16285246,16285249,3,7,"SFIX",16285281,-32,-24,TRUE,1,1,248,13,320.8,5
"1068",61699,13,35,2,69,16113656,16113785,475.6,656.9,6,129,46,1,2,12,12,64,10,"inside",3,41,0,0,2075,0,2,51,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,3,1212.6,347.9,502.2,54,3,10,1,16113609,1149,618,16113073,16113089,16113091,2,18,"SFIX",16113126,-35,-27,FALSE,0,2,256,13,347.9,6
"1069",81657,13,36,3,28,15200652,15200775,419.3,677.6,8,123,83,1,2,14,14,70,5,"overlooking",5,57,0,0,3467,0,1,52,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,8,1453.9,478.4,541,65,3,5,0,15200568,1108,618,15200613,15200614,15200616,2,3,"SFIX",15200652,-36,-28,TRUE,1,3,400,2,NA,NA
"1070",71671,13,37,1,41,15570300,15570422,454.3,687.1,7,122,54,1,2,12,12,63,8,"be",2,44,0,0,1661,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,52,6,1247.2,425,529.1,55,3,8,1,15570245,1121,618,15570279,15570282,15570283,1,4,"SFIX",15570300,-17,-9,TRUE,1,1,318,8,425,6
"1071",101712,13,38,2,83,16301172,16301266,432.7,683.6,10,94,76,1,2,18,18,73,7,"park",0,55,0,0,2984,0,3,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,4,1413.3,382.5,508.3,66,4,7,1,16301095,1163,618,16301142,16301145,16301146,1,4,"SFIX",16301172,-26,-18,TRUE,1,2,259,10,382.5,7
"1072",71664,13,39,3,34,15451564,15451742,394.5,678.6,7,178,53,1,2,13,13,62,8,"and",2,43,0,0,2791,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,6,1155.7,355.2,516.3,54,3,8,1,15451422,1114,618,15451547,15451549,15451555,6,8,"SFIX",15451564,-9,-1,TRUE,1,3,306,5,355.2,3
"1073",121081,13,40,1,61,16014166,16014260,496.1,659.5,12,94,84,1,2,13,13,77,12,"another",7,52,0,0,4238,0,2,32,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,64,4,1433.4,349.4,505.7,65,1,12,1,16014081,1141,618,16012458,16012508,16012512,4,54,"SFIX",16012554,-42,-34,FALSE,0,1,287,12,349.4,4
"1074",81695,13,41,2,66,16069858,16069954,449.9,680.9,8,96,62,1,2,15,15,63,8,"to",0,38,0,0,2992,0,3,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,46,3,1147.5,371.1,493.3,55,9,8,1,16069795,1146,618,16069086,16069098,16069099,1,13,"SFIX",16069141,-42,-34,FALSE,0,2,270,10,371.1,6
"1075",101677,13,42,3,48,15683360,15683452,302.1,711.2,10,92,67,1,2,14,14,69,4,"arrived",4,44,0,0,3176,0,1,41,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,48,7,1094.8,365.7,517.9,65,17,4,0,15683198,1128,618,15683326,15683329,15683331,2,5,"SFIX",15683360,-29,-21,TRUE,1,3,297,1,NA,NA
"1076",81654,13,43,1,25,15149402,15149523,398.5,691.1,8,121,57,1,2,9,9,60,8,"expensive",8,38,0,0,2466,0,1,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,46,3,1077.1,313.3,532,52,6,8,1,15149344,1105,618,15149381,15149384,15149386,2,5,"SFIX",15149402,-16,-8,TRUE,1,1,260,8,313.3,3
"1077",71705,13,44,2,75,16197875,16198010,321.6,670.8,7,135,69,1,2,9,9,62,7,"annoyed",7,44,0,0,2409,0,1,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,1,1104.4,211.2,509,55,4,7,1,16197805,1155,618,16197849,16197852,16197854,2,5,"SFIX",16197875,-21,-13,TRUE,1,2,149,10,211.2,4
"1078",81689,13,45,3,60,15998183,15998276,414.9,693.1,8,93,65,1,2,13,13,75,9,"burglar",1,55,0,0,2007,0,2,54,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,64,3,1419.8,323.2,552.2,66,2,9,1,15998117,1140,618,15998151,15998154,15998156,2,5,"SFIX",15998183,-27,-19,TRUE,1,3,325,5,323.2,0
"1079",71687,13,46,1,57,15804535,15804616,388.6,643,7,81,55,1,2,11,11,64,7,"fearless",7,46,0,0,1801,0,1,51,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,53,2,1228.9,308.5,487.9,57,4,7,1,15804479,1137,618,15804524,15804526,15804528,2,4,"SFIX",15804535,-7,1,TRUE,1,1,281,6,308.5,2
"1080",121037,13,47,2,17,14997029,14997227,246.9,713.1,12,198,22,1,2,15,15,64,2,"perfect",2,4,0,0,2942,0,1,49,1,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,15,1319,471.5,522.5,62,43,2,NA,14996740,1097,618,14996854,14996856,14996858,2,4,"SFIX",14996881,-23,-15,TRUE,1,2,164,5,NA,NA
"1081",81702,13,48,3,73,16171908,16172057,447.3,669,8,149,61,1,2,9,9,56,9,"fantastic",9,NA,0,0,2928,0,1,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,NA,7,1212.6,401.9,507.6,47,NA,9,1,16171846,1153,618,16170900,16170914,16170919,5,19,"SFIX",16170957,-38,-30,FALSE,0,3,346,6,401.9,4
"1082",61636,13,49,1,6,14817920,14818035,390.9,668.6,6,115,48,1,2,9,9,48,7,"generate",7,32,0,0,2039,0,1,56,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,39,3,966.5,317.5,511.6,41,2,7,1,14817871,1086,618,14816895,14816909,14816911,2,16,"SFIX",14817031,-120,-112,FALSE,0,1,274,7,317.5,3
"1083",61666,13,50,2,36,15469600,15469701,319.7,718.4,6,101,118,1,2,13,13,66,5,"fearless",5,51,0,0,2064,0,1,50,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,56,1,1231.2,249.8,531.2,61,5,5,1,15469481,1116,618,15469551,15469555,15469556,1,5,"SFIX",15469600,-44,-36,TRUE,1,2,181,8,249.8,4
"1084",61643,13,51,3,13,14921807,14921965,389,639.1,6,158,56,1,2,10,10,60,5,"stunning",5,44,0,0,1853,0,1,50,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,49,9,1186.8,473.4,481.5,55,6,5,0,14921750,1093,618,14921795,14921797,14921799,2,4,"SFIX",14921807,-8,0,TRUE,1,3,366,2,NA,NA
"1085",81709,13,52,1,80,16253094,16253272,382.7,699.7,8,178,59,1,2,12,12,66,5,"powerful",5,54,0,0,4953,0,1,58,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,59,5,1347,379.4,519.3,61,2,5,1,16253034,1160,618,16252330,16252338,16252342,4,12,"SFIX",16252372,-30,-22,FALSE,0,1,296,5,379.4,5
"1086",51646,13,53,2,16,14952854,14952988,301.6,668.2,5,134,48,1,2,11,11,53,6,"sinister",6,35,0,0,2563,0,1,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,41,1,940.8,222,503,47,6,6,1,14952805,1096,618,14952840,14952843,14952848,5,8,"SFIX",14952854,-6,2,TRUE,1,2,153,9,222,4
"1087",81658,13,54,3,29,15228378,15228568,310.1,693.4,8,190,63,1,2,11,11,60,4,"poisonous",4,50,0,0,1664,0,1,52,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,54,17,1217.1,535.9,507.3,56,2,4,0,15228210,1109,618,15228356,15228359,15228362,3,6,"SFIX",15228378,-16,-8,TRUE,1,3,302,1,NA,NA
"1088",81713,13,55,1,84,16351420,16351549,335.8,687.5,8,129,60,1,2,9,9,55,4,"intriguing",4,39,0,0,1811,0,1,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,43,1,1037.7,298.2,500.3,51,8,4,1,16351359,1164,618,16351395,16351398,16351399,1,4,"SFIX",16351420,-21,-13,TRUE,1,1,281,4,298.2,1
"1089",111487,13,56,2,76,16208279,16208499,379.7,710.8,11,220,81,1,2,10,10,55,2,"fabulous",2,47,0,0,3360,0,1,41,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,49,NA,1220,321.9,518.2,53,4,2,1,16208197,1156,618,16208242,16208246,16208249,3,7,"SFIX",16208279,-30,-22,TRUE,1,2,301,5,321.9,2
"1090",61672,13,57,3,42,15595493,15595632,563.6,677.7,6,139,63,1,2,11,11,61,10,"alcohol",2,40,0,0,2004,0,2,38,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,7,1288,508.3,514.1,51,1,10,1,15595429,1122,618,15595462,15595463,15595470,7,8,"SFIX",15595493,-23,-15,TRUE,1,3,444,7,508.3,4
"1091",51685,13,58,1,55,15781388,15781654,287.5,692.5,5,266,64,1,2,9,9,52,5,"internet",5,38,0,0,1938,0,1,32,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,43,13,974.9,430.5,519,47,4,5,0,15780893,1135,618,15780905,15780919,15780924,5,19,"SFIX",15781035,-111,-103,TRUE,1,1,208,5,NA,NA
"1092",71677,13,59,2,47,15662022,15662175,328.6,632.5,7,153,35,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,3303,NA,NA,39,NA,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,4,9,410.3,502.8,572.4,49,45,4,0,15661986,1127,618,15661272,15661298,15661299,1,27,"SFIX",15661407,-108,-100,FALSE,0,2,296,2,NA,NA
"1093",61717,13,60,3,87,16438922,16439066,290.2,728.4,6,144,88,1,2,11,11,60,2,"tremendous",2,52,0,0,2069,0,1,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,54,8,1227.1,412,524.9,58,4,2,0,16438833,1167,618,16438874,16438877,16438882,5,8,"SFIX",16438922,-40,-32,TRUE,1,3,326,-1,NA,NA
"1094",111460,13,61,1,49,15690686,15690791,557.2,688.4,11,105,79,1,2,14,14,64,10,"gentle",6,41,0,0,2994,0,2,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,3,1306,427.8,541.8,54,3,10,1,15690606,1129,618,15689444,15689458,15689465,7,21,"SFIX",15689594,-129,-121,FALSE,0,1,389,10,427.8,3
"1095",101661,13,62,2,32,15396957,15397117,292.4,681.1,10,160,67,1,2,14,14,72,5,"though",5,49,0,0,2742,0,1,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,54,NA,1164.6,161.6,497.3,67,13,5,1,15396889,1112,618,15396935,15396938,15396941,3,6,"SFIX",15396957,-16,-8,TRUE,1,2,153,8,161.6,1
"1096",81653,13,63,3,24,15143133,15143248,529.4,636.3,8,115,62,1,2,11,11,67,13,"preparation",10,NA,0,0,2632,0,2,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,NA,5,1309.9,377.9,508.4,54,NA,13,1,15143070,1104,618,15142304,15142312,15142316,4,12,"SFIX",15142448,-132,-124,FALSE,0,3,355,10,377.9,2
"1097",91637,13,64,1,8,14858058,14858290,323.7,707.1,9,232,84,1,2,14,14,73,7,"protect",3,51,0,0,2026,0,2,51,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,58,19,1257.7,548.3,522.1,66,8,7,0,14857973,1088,618,14858010,14858013,14858014,1,4,"SFIX",14858058,-44,-36,TRUE,1,1,215,7,NA,NA
"1098",61694,13,65,2,64,16048768,16048947,398.6,692.3,6,179,72,1,2,12,12,61,7,"good",4,43,0,0,1752,0,2,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,7,1175.1,412.3,504.8,54,4,7,0,16048695,1144,618,16048727,16048729,16048731,2,4,"SFIX",16048768,-37,-29,TRUE,1,2,235,10,NA,NA
"1099",111413,13,66,3,2,14788381,14788522,548.4,622.5,11,141,61,1,2,18,18,75,9,"as",0,54,0,0,2683,0,3,54,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,7,1509.8,497,498.1,66,3,9,1,14788319,1082,618,14788376,14788378,14788382,4,6,"SFIX",14788381,1,9,TRUE,1,3,441,6,497,4
"1100",81679,13,67,1,50,15703700,15703870,409.9,701.6,8,170,71,1,2,13,13,62,8,"great",0,43,0,0,3219,0,3,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,5,1188.9,346.9,507.3,54,3,8,1,15703628,1130,618,15703663,15703666,15703670,4,7,"SFIX",15703700,-30,-22,TRUE,1,1,274,8,346.9,5
"1101",111473,13,68,2,62,16023803,16023932,402.3,748.6,11,129,36,1,2,15,15,72,5,"in",0,7,0,0,4195,0,2,59,1,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,1,NA,2,1534.7,342.1,514.6,67,47,5,NA,16023608,1142,618,16023654,16023656,16023662,6,8,"SFIX",16023700,-38,-30,TRUE,1,2,259,8,342.1,5
"1102",61634,13,69,3,4,14802990,14803165,404.5,727.5,6,175,76,1,2,14,14,61,6,"high",0,45,0,0,1783,0,3,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,13,1218.1,537.9,542.2,55,4,6,0,14802913,1084,618,14802943,14802945,14802946,1,3,"SFIX",14802990,-44,-36,TRUE,1,3,368,3,NA,NA
"1103",91719,13,70,1,90,16507134,16507307,338.5,706.3,9,173,71,1,2,15,15,71,5,"huge",3,58,0,0,2011,0,2,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,6,1372.8,359.4,519.3,66,3,5,0,16507062,1170,618,16507103,16507105,16507110,5,7,"SFIX",16507134,-24,-16,TRUE,1,1,257,5,NA,NA
"1104",81644,13,71,2,15,14941791,14941887,522.6,637.4,8,96,71,1,2,13,13,64,9,"after",4,45,0,0,2361,0,2,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,54,2,1332.4,397.3,516.1,55,1,9,1,14941719,1095,618,14941766,14941769,14941770,1,4,"SFIX",14941791,-21,-13,TRUE,1,2,319,12,397.3,5
"1105",91648,13,72,3,19,15031697,15031802,559.1,655.3,9,105,65,1,2,15,15,79,13,"friend",1,42,0,0,2520,0,4,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,55,4,1302.5,392.3,531.3,66,11,13,1,15031631,1099,618,15031681,15031684,15031685,1,4,"SFIX",15031697,-12,-4,TRUE,1,3,382,10,392.3,1
"1106",81649,13,73,1,20,15053987,15054074,418.9,704.4,8,87,35,1,2,9,9,60,7,"was",3,5,0,0,2231,0,2,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,1,45,6,1109.6,397.7,532.1,53,40,7,NA,15053811,1100,618,15053847,15053850,15053852,2,5,"SFIX",15053882,-30,-22,TRUE,1,1,304,7,397.7,6
"1107",91687,13,74,2,58,15814118,15814221,327.4,697.6,9,103,76,1,2,12,12,71,5,"pulled",5,59,0,0,2551,0,1,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,64,3,1381.5,288,536.5,66,2,5,1,15813941,1138,618,15814087,15814090,15814091,1,4,"SFIX",15814118,-27,-19,TRUE,1,2,192,8,288,6
"1108",81632,13,75,3,3,14796398,14796554,422.7,658.5,8,156,51,1,2,10,10,57,4,"during",4,44,0,0,2148,0,1,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,48,7,1208.3,470.6,508.9,53,5,4,0,14796346,1083,618,14796386,14796388,14796390,2,4,"SFIX",14796398,-8,0,TRUE,1,3,416,1,NA,NA
"1109",81701,13,76,1,72,16144154,16144260,429.2,689.3,8,106,76,1,2,13,13,72,7,"look",2,53,0,0,2372,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,60,2,1383.4,335.3,522.8,65,5,7,1,16144077,1152,618,16144129,16144131,16144132,1,3,"SFIX",16144154,-22,-14,TRUE,1,1,317,7,335.3,2
"1110",91650,13,77,2,21,15061820,15061933,421.2,680.2,9,113,51,1,2,12,12,64,9,"strong",4,15,0,0,3044,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,24,5,695.6,347.1,604.7,55,31,9,1,15061768,1101,618,15061780,15061783,15061784,1,4,"SFIX",15061820,-36,-28,TRUE,1,2,220,12,347.1,8
"1111",71669,13,78,3,39,15533827,15533937,389.6,687.2,7,110,68,1,2,13,13,76,10,"solo",4,50,0,0,2316,0,2,38,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,60,4,1295.6,281.8,523.5,66,6,10,1,15533758,1119,618,15533797,15533800,15533801,1,4,"SFIX",15533827,-26,-18,TRUE,1,3,278,7,281.8,1
"1112",81664,13,79,1,35,15463123,15463413,497.5,702.6,8,290,64,1,2,12,12,60,7,"shortly",7,43,0,0,1623,0,1,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,15,1274,639.1,521.3,53,3,7,0,15463058,1115,618,15463083,15463086,15463087,1,4,"SFIX",15463123,-36,-28,TRUE,1,1,381,7,NA,NA
"1113",71707,13,80,2,77,16227044,16227195,304.1,735.7,7,151,82,1,2,12,12,69,4,"when",4,58,0,0,2189,0,1,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,15,1333.2,489.8,543.9,65,3,4,0,16226898,1157,618,16226992,16226996,16226997,1,5,"SFIX",16227044,-47,-39,TRUE,1,2,179,7,NA,NA
"1114",81641,13,81,3,12,14915998,14916145,382.3,722.1,8,147,80,1,2,12,12,60,6,"parents",0,45,0,0,3265,0,2,60,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,12,1188,485.3,539.8,54,3,6,0,14915851,1092,618,14915954,14915958,14915964,6,10,"SFIX",14915998,-34,-26,TRUE,1,3,330,3,NA,NA
"1115",71700,13,82,1,70,16128708,16129004,300,730.5,7,296,74,1,2,11,11,70,5,"after",5,50,0,0,1567,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,55,17,1206,513.3,514.8,65,10,5,0,16128633,1150,618,16128677,16128681,16128686,5,9,"SFIX",16128708,-22,-14,TRUE,1,1,222,5,NA,NA
"1116",81640,13,83,2,11,14893676,14893795,495.6,645.1,8,119,70,1,2,12,12,62,7,"charity",3,46,0,0,1955,0,2,57,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,53,2,1336.1,407.4,496.5,55,2,7,1,14893605,1091,618,14893651,14893653,14893659,6,8,"SFIX",14893676,-17,-9,TRUE,1,2,329,10,407.4,5
"1117",71718,13,84,3,88,16491517,16491643,377.4,624.1,7,126,82,1,2,13,13,74,8,"three",3,57,0,0,2059,0,2,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,65,7,1398.9,359.1,476.8,66,1,8,1,16491434,1168,618,16491496,16491500,16491501,1,5,"SFIX",16491517,-16,-8,TRUE,1,3,295,5,359.1,4
"1118",61704,13,85,1,74,16191287,16191421,481.3,706.5,6,134,53,1,2,12,12,62,7,"he",2,42,0,0,1527,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,49,5,1237.6,441.3,535.1,55,6,7,1,16191233,1154,618,16191270,16191273,16191274,1,4,"SFIX",16191287,-13,-5,TRUE,1,1,365,7,441.3,5
"1119",121065,13,86,2,45,15647822,15647908,498.6,692.2,12,86,76,1,2,16,16,78,13,"designed",5,49,0,0,3085,0,3,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,7,1382.3,388.9,531,65,3,13,1,15647664,1125,618,15647789,15647791,15647793,2,4,"SFIX",15647822,-29,-21,TRUE,1,2,213,16,388.9,10
"1120",81672,13,87,3,43,15627680,15627813,384.2,743.9,8,187,66,1,2,13,13,58,4,"after",4,46,0,0,1862,0,1,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,5,1207.1,398.2,548.7,54,4,4,0,15627613,1123,618,15627639,15627642,15627644,2,5,"SFIX",15627680,-36,-28,TRUE,1,3,373,1,NA,NA
"1121",81715,13,88,1,86,16433214,16433324,512.5,679.7,8,110,64,1,2,14,14,74,9,"mother",0,35,0,0,2623,0,3,62,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,44,8,1130.3,481.1,514.5,65,21,9,1,16433045,1166,618,16433175,16433178,16433179,1,4,"SFIX",16433214,-35,-27,TRUE,1,1,353,9,481.1,8
"1122",81630,13,89,2,1,14781002,14781146,402.1,670.4,8,218,75,1,2,12,12,58,4,"had",0,48,0,0,2453,0,2,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,52,5,1262.8,422.5,519.8,54,2,4,0,14780828,1081,618,14780966,14780969,14780970,1,4,"SFIX",14781002,-32,-24,TRUE,1,2,280,7,NA,NA
"1123",71683,13,90,3,53,15760319,15760439,289.9,710.5,7,120,56,1,2,12,12,70,5,"fluently,",5,47,0,0,2382,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,52,13,1150.1,450.7,510.7,65,13,5,0,15760262,1133,618,15760296,15760299,15760301,2,5,"SFIX",15760319,-18,-10,TRUE,1,3,272,1,NA,NA
"1124",81736,14,1,2,16,15862795,15862895,431.4,767.5,8,100,89,1,2,12,12,60,6,"fans",0,45,0,0,2309,0,2,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT14.asc",0,0,51,1,1250.5,354.6,541,54,3,6,1,15862705,1186,618,15862738,15862741,15862747,6,9,"SFIX",15862795,-48,-40,TRUE,1,2,286,9,354.6,4
"1125",13944,14,2,3,57,16657509,16657630,420.6,684,13,169,85,1,2,15,15,75,8,"busy",0,53,0,0,3606,0,3,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT14.asc",0,0,61,8,1362.3,409.8,523.7,67,6,8,1,16657423,1227,618,16657473,16657477,16657478,1,5,"SFIX",16657509,-31,-23,TRUE,1,3,333,5,409.8,5
"1126",81729,14,3,1,10,15695513,15695629,324.4,635.9,8,116,76,1,2,13,13,61,6,"festival",0,43,0,0,2014,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT14.asc",0,0,49,5,1105.1,312.8,527.8,55,6,6,1,15695376,1180,618,15695491,15695494,15695495,1,4,"SFIX",15695513,-18,-10,TRUE,1,1,228,6,312.8,5
"1127",111530,14,4,2,29,16205760,16206077,371.4,729,11,317,22,1,2,14,14,74,7,"they",4,6,0,0,3014,0,2,40,1,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT14.asc",0,1,13,12,475.2,468.4,441.7,67,27,7,NA,16205528,1199,618,16205584,16205584,16205586,2,2,"SFIX",16205610,-24,-16,TRUE,1,2,202,10,NA,NA
"1128",101733,14,5,3,14,15802534,15802745,335.4,710.1,10,211,37,1,2,12,12,62,7,"some",1,3,0,0,2531,0,2,47,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT14.asc",0,0,10,20,378.7,567.3,508.7,55,45,7,0,15802496,1184,618,15801370,15801379,15801381,2,11,"SFIX",15801753,-372,-364,FALSE,0,3,266,4,NA,NA
"1129",71810,14,6,1,89,17295044,17295139,391.8,704.4,7,95,73,1,2,13,13,75,9,"she",1,52,0,0,1997,0,2,53,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT14.asc",0,0,61,4,1331.6,313.7,510.1,66,5,9,1,17294970,1259,618,17295019,17295022,17295024,2,5,"SFIX",17295044,-20,-12,TRUE,1,1,246,9,313.7,4
"1130",81808,14,7,2,88,17286616,17286730,375.4,685.4,8,114,69,1,2,13,13,59,5,"small",3,43,0,0,3384,0,2,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT14.asc",0,0,48,2,1145.4,325.6,491.5,54,6,5,1,17286546,1258,618,17286584,17286588,17286590,2,6,"SFIX",17286616,-26,-18,TRUE,1,2,240,8,325.6,5
"1131",121141,14,8,3,31,16244923,16245066,357.7,665.1,12,143,65,1,2,15,15,72,7,"because",7,54,0,0,4061,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT14.asc",0,0,61,7,1322.8,358.4,513.3,65,4,7,0,16244857,1201,618,16244907,16244911,16244915,4,8,"SFIX",16244923,-8,0,TRUE,1,3,289,4,NA,NA
"1132",16876,14,9,1,65,16876632,16876822,342.1,715.3,16,190,65,1,2,12,12,61,8,"barking",3,42,0,0,8700,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT14.asc",0,0,50,6,1096.6,304.5,532.6,53,3,8,1,16876566,1235,618,16876599,16876602,16876603,1,4,"SFIX",16876632,-29,-21,TRUE,1,1,203,8,304.5,6
