"","X","sub","item","cond.x","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","sent","line","word","word.1","char_trial","char_line","wordID","land_pos","sacc_len","outOfBnds","outsideText","time_since_start","reMapped","word_line","max_char_line","regress","regress2nd","Rtn_sweep","Rtn_sweep_type","filename","prev_RS","next_RS","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","launchSite","landStart","undersweep_prob","prevEFIX","...1","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD","started_afterEFIX","DS_in_RS","cond.y","offset","Rtnsweep_land_char","corr_sacc_land","corr_sacc_land_char"
"993",14705,12,50,1,68,13064097,13064219,499.7,716.6,14,122,67,1,2,14,14,72,11,"sorcerer",2,47,0,0,3920,0,2,50,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,58,8,1342.6,453.7,566.9,61,3,11,1,13064029,1058,618,13064046,13064049,13064054,5,8,"SFIX",13064097,-43,-35,TRUE,1,1,315,11,453.7,8
"994",17636,12,51,2,11,11573993,11574134,542.5,646.2,17,141,52,1,2,11,11,66,11,"pictures",2,37,0,0,7236,1,2,50,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,48,5,1209.2,445.6,539.5,55,7,11,1,11573940,1001,618,11569699,11569710,11569714,4,15,"SFIX",11569783,-69,-61,FALSE,0,2,309,13,445.6,8
"995",17629,12,52,3,4,11435509,11435627,556.7,672,17,118,71,1,2,13,13,73,12,"typhoons",3,NA,0,0,6167,0,2,58,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,NA,8,1454.6,479.7,485.3,61,NA,12,1,11435437,994,618,11433621,11433621,11433628,7,7,"SFIX",11433700,-72,-64,FALSE,0,3,397,9,479.7,5
"996",15723,12,53,1,87,13546002,13546101,629.1,677.8,15,99,50,1,2,12,12,63,16,"woodland",7,29,0,0,4920,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,45,9,1158,502.3,542.1,47,2,16,1,13545951,1077,618,13542976,13543013,13543020,7,44,"SFIX",13543057,-37,-29,FALSE,0,1,355,16,502.3,9
"997",91583,12,54,2,44,12382748,12382838,432.9,704.2,9,90,61,1,2,12,12,67,11,"substance",1,42,0,0,2598,0,2,52,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,53,3,1178.5,280.7,552.6,56,3,11,1,12382686,1034,618,12382704,12382708,12382711,3,7,"SFIX",12382748,-37,-29,TRUE,1,2,189,14,280.7,6
"998",19595,12,55,3,3,11402008,11402192,540.6,694.8,19,184,57,1,2,9,9,61,10,"intriguing",10,36,0,0,4809,0,1,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,46,8,1199.9,504.3,564.1,51,5,10,1,11401950,993,618,11401967,11401971,11401976,5,9,"SFIX",11402008,-32,-24,TRUE,1,3,427,7,504.3,5
"999",17707,12,56,1,82,13418669,13418776,554,735.6,17,107,63,1,2,11,11,64,11,"pastries",2,41,0,0,3812,0,2,41,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,52,8,1276.4,493.2,576.9,53,1,11,1,13418605,1072,618,13418624,13418628,13418629,1,5,"SFIX",13418669,-40,-32,TRUE,1,1,357,11,493.2,8
"1000",15677,12,57,2,41,12315948,12316047,382.9,658.5,15,99,62,1,2,11,11,60,9,"alcohol",1,40,0,0,6321,0,2,38,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,49,3,1115.1,287.3,544.6,51,2,9,1,12315885,1031,618,12315907,12315910,12315912,2,5,"SFIX",12315948,-36,-28,TRUE,1,2,185,11,287.3,6
"1001",19649,12,58,3,57,12703066,12703180,471.8,702.8,19,114,57,1,2,10,10,60,13,"disrupts",4,33,0,0,6868,0,2,32,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,46,8,1057.8,385.7,547.2,47,1,13,1,12703008,1047,618,12703027,12703031,12703032,1,5,"SFIX",12703066,-34,-26,TRUE,1,3,300,10,385.7,5
"1002",101547,12,59,1,8,11501983,11502093,483.3,641,10,110,48,1,2,13,13,61,12,"delicious,",2,30,0,0,3985,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,42,6,1030.9,370.8,527.7,49,7,12,1,11501934,998,618,11501956,11501960,11501961,1,5,"SFIX",11501983,-22,-14,TRUE,1,1,276,12,370.8,6
"1003",16695,12,60,2,63,12978239,12978347,657.4,750.8,16,108,55,1,2,12,12,77,19,"decoration",8,37,0,0,3865,0,2,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,56,11,1323.1,515.2,565.3,58,2,19,1,12978183,1053,618,12978199,12978203,12978204,1,5,"SFIX",12978239,-35,-27,TRUE,1,2,270,22,515.2,14
"1004",16651,12,61,3,19,11769643,11769735,584.8,697.2,16,92,61,1,2,15,15,68,14,"rolling",3,39,0,0,4661,0,3,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,53,7,1303.6,461.9,553.1,54,1,14,1,11769480,1009,618,11769603,11769607,11769608,1,5,"SFIX",11769643,-35,-27,TRUE,1,3,405,10,461.9,4
"1005",16663,12,62,1,31,12141670,12141767,547.2,724.9,16,97,68,1,2,16,16,81,14,"ship",3,52,0,0,4057,0,3,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,66,7,1481.7,413.1,535,67,1,14,1,12141601,1021,618,12141619,12141623,12141624,1,5,"SFIX",12141670,-46,-38,TRUE,1,1,298,14,413.1,7
"1006",19642,12,63,2,50,12460381,12460463,600.9,678.4,19,82,53,1,2,11,11,68,14,"preparation",11,39,0,0,5281,0,2,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,53,5,1316,448,530.3,54,1,14,1,12460327,1040,618,12460349,12460352,12460355,3,6,"SFIX",12460381,-26,-18,TRUE,1,2,310,17,448,8
"1007",18679,12,64,3,70,13141464,13141574,508.3,705.4,18,110,71,1,2,15,15,80,14,"them",2,48,0,0,6215,0,3,51,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,62,8,1375.7,407,566.6,66,4,14,1,13141392,1060,618,13141411,13141414,13141418,4,7,"SFIX",13141464,-46,-38,TRUE,1,3,325,11,407,5
"1008",17673,12,65,1,48,12437866,12437951,648.3,694.2,17,85,59,1,2,14,14,70,16,"and",0,37,0,0,4687,0,4,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,53,10,1310.5,528.6,531.4,54,1,16,1,12437806,1038,618,12437826,12437829,12437830,1,4,"SFIX",12437866,-36,-28,TRUE,1,1,365,16,528.6,10
"1009",14670,12,66,2,33,12159218,12159364,313.1,734.3,14,146,61,1,2,17,17,72,6,"day",1,24,0,0,3386,0,2,54,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,30,3,755.1,263.4,533.8,66,36,6,1,12159156,1023,618,12159174,12159178,12159182,4,8,"SFIX",12159218,-36,-28,TRUE,1,2,162,9,263.4,6
"1010",25372,12,67,3,49,12450899,12451038,582.8,625.9,25,139,63,1,2,13,13,65,11,"great",3,40,0,0,7491,0,3,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,51,7,1297.2,513.5,532,54,3,11,1,12450835,1039,618,12450860,12450864,12450865,1,5,"SFIX",12450899,-34,-26,TRUE,1,3,449,8,513.5,4
"1011",24400,12,68,1,29,12052603,12052737,386.4,688.7,24,134,78,1,2,16,16,75,8,"order",0,59,0,0,5194,0,3,59,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,67,6,1446.2,359.1,523.5,67,0,8,1,12052524,1019,618,12052548,12052553,12052554,1,6,"SFIX",12052603,-49,-41,TRUE,1,1,258,8,359.1,6
"1012",16679,12,69,2,47,12423959,12424070,434.1,775.6,16,111,51,1,2,15,15,67,12,"that",1,37,0,0,6198,0,4,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,49,5,1085,295.7,583.8,55,6,12,1,12423907,1037,618,12423921,12423925,12423930,5,9,"SFIX",12423959,-29,-21,TRUE,1,2,166,15,295.7,8
"1013",15709,12,70,3,73,13204827,13204938,547.4,763.8,15,111,70,1,2,16,16,81,15,"commotion",8,49,0,0,6613,0,3,68,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,64,9,1421.4,425,597.4,66,2,15,1,13204756,1063,618,13204770,13204774,13204781,7,11,"SFIX",13204827,-46,-38,TRUE,1,3,335,12,425,5
"1014",101559,12,71,1,20,11799532,11799651,577.5,716.6,10,119,51,1,2,14,14,66,11,"searching",0,40,0,0,2438,0,3,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,51,6,1297.7,487.4,530.6,55,4,11,1,11799480,1010,618,11799502,11799505,11799510,5,8,"SFIX",11799532,-22,-14,TRUE,1,1,384,11,487.4,6
"1015",16713,12,72,2,81,13396326,13396422,657.5,738.7,16,96,66,1,2,15,15,83,17,"friend",5,46,0,0,4914,0,4,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,63,7,1500.4,486.3,585.7,66,3,17,1,13396165,1071,618,13396272,13396276,13396277,1,5,"SFIX",13396326,-49,-41,TRUE,1,2,313,20,486.3,10
"1016",14651,12,73,3,14,11623808,11623919,559.3,726.3,14,111,55,1,2,11,11,69,16,"with",0,34,0,0,5133,0,4,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,50,9,1162.9,430.7,551.7,53,3,16,1,11623752,1004,618,11623770,11623774,11623775,1,5,"SFIX",11623808,-33,-25,TRUE,1,3,329,13,430.7,6
"1017",13719,12,74,1,80,13387701,13387802,636.6,713,13,101,59,1,2,15,15,83,17,"around",0,47,0,0,6372,0,4,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,64,10,1494,523.4,526.9,66,2,17,1,13387641,1070,618,13386457,13386474,13386475,1,18,"SFIX",13386627,-152,-144,FALSE,0,1,344,17,523.4,10
"1018",111387,12,75,2,66,13019867,13019965,587.4,709.4,11,98,57,1,2,13,13,69,16,"and",0,35,0,0,2821,0,4,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,51,8,1207.4,434.2,564.1,53,2,16,1,13019809,1056,618,13019827,13019830,13019833,3,6,"SFIX",13019867,-34,-26,TRUE,1,2,246,19,434.2,11
"1019",12999,12,76,3,69,13131650,13131900,566,735.7,12,250,71,1,2,14,14,77,12,"very",2,48,0,0,2795,0,3,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT12.asc",0,0,60,27,1435.9,836.9,532.4,65,5,12,0,13131578,1059,618,13131599,13131603,13131604,1,5,"SFIX",13131650,-46,-38,TRUE,1,3,418,9,NA,NA
"1020",16667,12,77,1,35,12201009,12201097,506.2,700.8,16,88,57,1,2,13,13,70,15,"opinions",3,36,0,0,5155,0,3,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,51,7,1163.8,362.7,539.5,55,4,15,1,12200951,1025,618,12200969,12200973,12200975,2,6,"SFIX",12201009,-34,-26,TRUE,1,1,249,15,362.7,7
"1021",211054,12,78,2,76,13327844,13327939,621,765.1,21,95,66,1,2,15,15,82,16,"raise",2,47,0,0,4431,0,4,38,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,63,5,1464.6,406.4,577.7,66,3,16,1,13327687,1066,618,13327793,13327797,13327798,1,5,"SFIX",13327844,-46,-38,TRUE,1,2,280,19,406.4,8
"1022",211014,12,79,3,36,12242316,12242436,530,713,21,120,61,1,2,14,14,67,14,"the",0,38,0,0,7299,0,3,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,52,7,1198.4,402.4,543.3,53,1,14,1,12242190,1026,618,12242274,12242278,12242279,1,5,"SFIX",12242316,-37,-29,TRUE,1,3,334,11,402.4,4
"1023",31663,12,80,1,40,12294850,12295012,540,719.4,3,162,35,1,2,15,15,81,16,"around",4,8,0,0,4380,0,4,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT12.asc",0,0,8,21,383.9,629.9,493.1,65,57,16,0,12294814,1030,618,12300615,12300618,12300621,3,6,"SFIX",12300659,-38,-30,TRUE,0,1,257,16,NA,NA
"1024",14702,12,81,2,65,13001354,13001446,673.8,741.9,14,92,54,1,2,13,13,70,16,"were",2,36,0,0,4502,0,3,60,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,52,8,1309.8,526.4,564.7,54,2,16,1,13001299,1055,618,13001315,13001319,13001323,4,8,"SFIX",13001354,-31,-23,TRUE,1,2,336,19,526.4,11
"1025",18647,12,82,3,38,12273801,12273919,533.2,710.2,18,118,93,1,2,12,12,74,9,"she",3,51,0,0,4851,0,2,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,60,6,1449.7,478.9,540.6,65,5,9,1,12273707,1028,618,12273750,12273753,12273760,7,10,"SFIX",12273801,-41,-33,TRUE,1,3,435,6,478.9,3
"1026",15707,12,83,1,71,13159749,13159846,488.7,694.6,15,97,67,1,2,12,12,66,11,"charity",7,42,0,0,4319,0,2,57,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,53,4,1232.3,355.7,563.2,55,2,11,1,13159681,1061,618,13159706,13159710,13159712,2,6,"SFIX",13159749,-37,-29,TRUE,1,1,296,11,355.7,4
"1027",20607,12,84,2,52,12535716,12535867,563.7,733.7,20,151,26,1,2,13,13,76,10,"three",5,11,0,0,7075,0,2,66,1,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,1,65,5,1562.2,480.3,539.1,66,45,10,NA,12535545,1042,618,12535565,12535569,12535570,1,5,"SFIX",12535614,-44,-36,TRUE,1,2,344,13,480.3,8
"1028",18646,12,85,3,37,12263530,12263634,503.9,764.6,18,104,61,1,2,14,14,70,15,"just",3,38,0,0,4822,0,4,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,53,7,1186.3,370.6,556.9,55,2,15,1,12263468,1027,618,12263485,12263489,12263490,1,5,"SFIX",12263530,-40,-32,TRUE,1,3,304,12,370.6,4
"1029",211045,12,86,1,67,13054774,13054941,556.5,667.1,21,167,71,1,2,17,17,82,17,"to",0,48,0,0,8851,0,4,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,65,9,1428.5,415.2,546.7,65,0,17,1,13054702,1057,618,13054737,13054740,13054742,2,5,"SFIX",13054774,-32,-24,TRUE,1,1,264,17,415.2,9
"1030",22543,12,87,2,74,13224777,13224870,575.5,715,22,93,61,1,2,16,16,70,16,"about",1,34,0,0,6589,0,4,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,50,6,1191.8,394.6,566.3,54,4,16,1,13224715,1064,618,13224732,13224735,13224738,3,6,"SFIX",13224777,-39,-31,TRUE,1,2,245,19,394.6,9
"1031",14683,12,88,3,46,12412412,12412548,441.8,641.8,14,136,64,1,2,14,14,79,14,"mother",5,43,0,0,3682,0,3,62,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,57,8,1224.7,347.1,528.6,65,8,14,1,12412347,1036,618,12412374,12412378,12412383,5,9,"SFIX",12412412,-29,-21,TRUE,1,3,262,10,347.1,5
"1032",16655,12,89,1,23,11842537,11842646,368.5,666,16,109,55,1,2,13,13,64,10,"accidentally",2,40,0,0,7303,1,3,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,50,4,1094.5,275.8,532.2,54,4,10,1,11842481,1013,618,11841811,11841833,11841834,1,23,"SFIX",11841872,-38,-30,FALSE,0,1,207,9,275.8,4
"1033",14654,12,90,2,17,11728895,11728992,598.2,711.4,14,97,69,1,2,14,14,82,17,"words",3,46,0,0,4968,0,3,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT12.asc",0,0,63,9,1441.6,464.2,591.1,65,2,17,1,11728825,1007,618,11728838,11728842,11728846,4,8,"SFIX",11728895,-49,-41,TRUE,1,2,256,20,464.2,12
"1034",71715,13,1,1,85,16398678,16398776,452.7,691.9,7,98,69,1,2,12,12,64,10,"fans",4,43,0,0,2244,0,2,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,53,8,1225.8,413.7,488.6,54,1,10,1,16398608,1165,618,16398656,16398659,16398660,1,4,"SFIX",16398678,-18,-10,TRUE,1,1,280,10,413.7,8
"1035",111449,13,2,2,38,15516645,15516747,375.2,664,11,102,83,1,2,14,14,72,5,"was",1,57,0,0,3252,0,2,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,NA,1403.5,255.3,539.6,67,5,5,1,15516467,1118,618,15515431,15515443,15515444,1,13,"SFIX",15515555,-111,-103,FALSE,0,2,239,8,255.3,1
"1036",91683,13,3,3,54,15773632,15773721,402.9,661.9,9,89,85,1,2,13,13,63,8,"festival",2,44,0,0,2070,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,52,4,1195.4,336.6,519.5,55,3,8,1,15773467,1134,618,15773608,15773611,15773612,1,4,"SFIX",15773632,-20,-12,TRUE,1,3,329,5,336.6,1
"1037",14750,13,4,1,23,15115050,15115165,371.3,693,14,115,46,1,2,14,14,73,6,"they",3,24,0,0,4106,0,2,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,30,3,811.6,313.5,597.9,67,37,6,1,15115003,1103,618,15115023,15115026,15115027,1,4,"SFIX",15115050,-23,-15,TRUE,1,1,274,6,313.5,3
"1038",71656,13,5,2,26,15180384,15180553,436.6,686.9,7,169,53,1,2,12,12,64,9,"some",3,39,0,0,2579,0,2,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,48,NA,1146.8,289.5,513.8,55,7,9,1,15180330,1106,618,15180362,15180364,15180368,4,6,"SFIX",15180384,-16,-8,TRUE,1,2,239,11,289.5,3
"1039",91675,13,6,3,46,15653805,15653944,544.4,661,9,139,77,1,2,14,14,78,12,"was",0,51,0,0,2077,0,3,53,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,6,1454.6,437.7,544.3,66,3,12,1,15653727,1126,618,15653766,15653768,15653770,2,4,"SFIX",15653805,-35,-27,TRUE,1,3,391,9,437.7,3
"1040",81639,13,7,1,10,14884025,14884159,458.9,617.3,8,134,68,1,2,13,1,59,5,"small",3,46,0,0,2895,1,2,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,1,1283.6,385.1,491.4,54,3,5,1,14883956,1090,618,14882895,14882902,14882903,1,8,"SFIX",14882943,-40,-32,FALSE,0,1,371,5,385.1,1
"1041",71667,13,8,2,37,15495925,15496139,479.9,711.5,7,214,72,1,2,16,16,73,8,"a",0,52,0,0,1774,0,2,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,60,5,1426.5,436.1,521.7,65,5,8,1,15495852,1117,618,15495890,15495892,15495894,2,4,"SFIX",15495925,-31,-23,TRUE,1,2,298,11,436.1,8
"1042",81696,13,9,3,67,16077489,16077580,368.2,649.7,8,91,69,1,2,12,12,61,8,"barking",3,40,0,0,2019,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,48,4,1088,304.5,507.9,53,5,8,1,16077333,1147,618,16077468,16077472,16077473,1,5,"SFIX",16077489,-16,-8,TRUE,1,3,294,5,304.5,1
"1043",91694,13,10,1,65,16059728,16059861,347.3,701.6,9,133,77,1,2,15,15,71,5,"the",0,58,0,0,2796,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,1,1390.4,269.2,517.6,66,3,5,1,16059650,1145,618,16059696,16059700,16059701,1,5,"SFIX",16059728,-27,-19,TRUE,1,1,260,5,269.2,1
"1044",15733,13,11,2,7,14837536,14837651,323.5,667.2,15,115,78,1,2,13,13,58,4,"even",4,46,0,0,4510,0,1,34,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,1,1143.1,260.1,498.3,54,4,4,1,14837358,1087,618,14835785,14835795,14835799,4,14,"SFIX",14835932,-133,-125,FALSE,0,2,199,7,260.1,4
"1045",111438,13,12,3,27,15190995,15191161,443.1,681.6,11,166,76,1,2,16,16,70,5,"indoors",0,58,0,0,2610,0,2,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,10,1486.6,528.9,539.6,65,2,5,0,15190918,1107,618,15190969,15190970,15190972,2,3,"SFIX",15190995,-23,-15,TRUE,1,3,408,2,NA,NA
"1046",91651,13,13,1,22,15086014,15086138,518.7,666.2,9,124,57,2,2,13,13,63,8,"watched",2,42,0,0,2994,0,3,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,3,1281.8,439.9,523.4,55,5,8,1,15085956,1102,618,15084413,15084428,15084430,2,17,"SFIX",15084470,-40,-32,FALSE,0,1,388,8,439.9,3
"1047",101710,13,14,2,81,16269327,16269479,269.1,704,10,152,64,1,2,14,14,69,4,"had",0,56,0,0,2776,0,2,56,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,60,NA,1270.6,187.2,526,65,5,4,1,16269262,1161,618,16269295,16269298,16269304,6,9,"SFIX",16269327,-23,-15,TRUE,1,2,148,7,187.2,3
"1048",81638,13,15,3,9,14868911,14869092,456.6,692,8,181,66,1,2,14,14,58,5,"wallet",1,45,0,0,1811,0,2,47,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,15,1260.6,630.7,498,53,3,5,0,14868755,1089,618,14868880,14868883,14868884,1,4,"SFIX",14868911,-27,-19,TRUE,1,3,425,2,NA,NA
"1049",111462,13,16,1,51,15711224,15711345,567.8,674.1,11,121,63,1,2,15,15,78,11,"probably",7,55,0,0,3001,0,2,67,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,66,2,1541.7,398.3,524.4,67,1,11,1,15711160,1131,618,15711207,15711210,15711216,6,9,"SFIX",15711224,-8,0,TRUE,1,1,372,11,398.3,2
"1050",101688,13,17,2,59,15819052,15819147,424.6,692.7,10,95,67,1,2,12,12,63,9,"bothered",5,41,0,0,1562,0,2,61,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,50,4,1157.9,326.3,528.1,54,4,9,1,15818946,1139,618,15819017,15819018,15819019,1,2,"SFIX",15819052,-33,-25,TRUE,1,2,218,12,326.3,7
"1051",101662,13,18,3,33,15403867,15404007,334.5,683.5,10,140,85,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,2143,NA,NA,47,NA,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,61,9,1435.2,495.4,527,65,4,4,0,15403635,1113,618,15403827,15403830,15403832,2,5,"SFIX",15403867,-35,-27,TRUE,1,3,396,-3,NA,NA
"1052",81660,13,19,1,31,15375313,15375427,313.2,672.5,8,114,55,1,2,13,13,59,5,"forgotten",1,46,0,0,2947,0,2,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,51,3,1148.5,273.1,498.4,54,3,5,1,15375152,1111,618,15375297,15375299,15375301,2,4,"SFIX",15375313,-12,-4,TRUE,1,1,237,5,273.1,3
"1053",81634,13,20,2,5,14810028,14810163,425.4,735.3,8,135,60,1,2,14,14,75,9,"dramatic",0,54,0,0,2752,0,4,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,4,1398.5,333.5,544.4,66,3,9,1,14809876,1085,618,14810001,14810003,14810005,2,4,"SFIX",14810028,-23,-15,TRUE,1,2,223,12,333.5,7
"1054",91647,13,21,3,18,15007374,15007509,385.8,715.1,9,135,31,1,2,13,13,61,7,"now",3,3,0,0,1971,0,2,39,1,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,1,54,21,1243,647.8,529.2,54,29,7,NA,15007173,1098,618,15006318,15006333,15006334,1,16,"SFIX",15006464,-130,-122,FALSE,0,3,329,4,NA,NA
"1055",111467,13,22,1,56,15797600,15797712,452.4,665.8,11,112,68,1,2,18,18,74,7,"argue",0,58,0,0,3781,0,3,36,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,65,6,1504.2,436.1,515.3,67,2,7,1,15797531,1136,618,15797578,15797579,15797581,2,3,"SFIX",15797600,-19,-11,TRUE,1,1,340,7,436.1,6
"1056",71674,13,23,2,44,15632940,15633085,310.5,637.3,7,145,54,1,2,14,14,60,6,"met",3,47,0,0,2016,0,2,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,53,6,1153.8,311.6,481.7,54,1,6,0,15632885,1124,618,15632929,15632933,15632934,1,5,"SFIX",15632940,-6,2,TRUE,1,2,151,9,NA,NA
"1057",81692,13,24,3,63,16040215,16040343,478.1,708.2,8,128,71,1,2,14,14,76,11,"disappointed",6,52,0,0,2651,0,2,69,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,63,7,1404.1,402.9,512.6,65,2,11,1,16040143,1143,618,16040182,16040185,16040191,6,9,"SFIX",16040215,-24,-16,TRUE,1,3,339,8,402.9,4
"1058",81707,13,25,1,78,16232361,16232477,402.5,722.4,8,116,18,1,2,12,12,65,11,"claimed",7,5,0,0,2354,0,2,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,1,52,15,1150.4,482.3,514.6,54,39,11,NA,16232191,1158,618,16232231,16232235,16232240,5,9,"SFIX",16232278,-38,-30,TRUE,1,1,217,11,NA,NA
"1059",91708,13,26,2,79,16240893,16241000,382.3,733.5,9,107,81,1,2,14,14,69,4,"until",4,56,0,0,2890,0,1,52,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,60,6,1379.8,412.6,502.9,65,5,4,0,16240811,1159,618,16240854,16240857,16240858,1,4,"SFIX",16240893,-35,-27,TRUE,1,2,264,7,NA,NA
"1060",91643,13,27,3,14,14931916,14932049,466.4,652,9,133,76,1,2,11,11,60,5,"restaurant",5,49,0,0,2101,0,1,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,54,7,1355.9,505.3,529.3,55,1,5,0,14931839,1094,618,14931886,14931887,14931894,7,8,"SFIX",14931916,-22,-14,TRUE,1,3,444,2,NA,NA
"1061",91697,13,28,1,68,16087554,16087697,418,706.2,9,143,80,1,2,12,12,71,6,"overseas,",6,56,0,0,1983,0,1,70,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT13.asc",0,0,62,4,1426.6,368.3,515.3,65,3,6,1,16087409,1148,618,16087512,16087514,16087516,2,4,"SFIX",16087554,-38,-30,TRUE,1,1,313,6,368.3,4
"1062",61701,13,29,2,71,16135054,16135229,342.6,699.5,6,175,81,1,2,10,10,59,6,"because",6,38,0,0,2116,0,1,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT13.asc",0,0,44,6,1024,348.9,491.1,53,9,6,0,16134972,1151,618,16135018,16135021,16135022,1,4,"SFIX",16135054,-32,-24,TRUE,1,2,193,9,NA,NA
